#
# netstat -n -r -a -l
#
Routing tables

Internet:
Destination        Gateway            Flags        Refs      Use    Mtu   Netif Expire
mbuf              0        0        0        0        0        0
cl                0        0        1        0        0        0
bigcl             0        0        1        0        0        0
16kcl             0        0        0        0        0        0
mbuf_cl           0        0        1        0        0        0
mbuf_bigcl        0        0        1        0        0        0
mbuf_16kcl        0        0        0        0        0        0

568/1752 mbufs in use:
	299 mbufs allocated to data
	29 mbufs allocated to socket names and addresses
	240 mbufs allocated to packet tags
	1184 mbufs allocated to caches
255/1474 mbuf 2KB clusters in use
0/235 mbuf 4KB clusters in use
0/5 mbuf 16KB clusters in use
4613 KB allocated to network (14.2% in use)
0 KB returned to the system
0 requests for memory denied
0 requests for memory delayed
4 calls to drain routines
#
# netstat -i -n -d
#
Name  Mtu   Network       Address            Ipkts Ierrs    Opkts Oerrs  Coll Drop
lo0*  16384 <Link#1>                          2593     0     2593     0     0   0
lo0*  16384 127           127.0.0.1           2593     -     2593     -     -   -
lo0*  16384 ::1/128     ::1                   2593     -     2593     -     -   -
lo0*  16384 fe80::1%lo0 fe80:1::1             2593     -     2593     -     -   -
gif0* 1280  <Link#2>                             0     0        0     0     0   0
stf0* 1280  <Link#3>                             0     0        0     0     0   0
en0   1500  <Link#4>    5c:f9:38:8d:b7:20  1509500     0   648527     0     0  17
en0   1500  fe80::c1f:c fe80:4::c1f:c12d:  1509500     -   648527     -     -   -
en0   1500  172.31.98/23  172.31.98.116    1509500     -   648527     -     -   -
en1   1500  <Link#6>    32:00:11:71:00:00        0     0        0     0     0   0
bridg 1500  <Link#7>    32:00:11:71:00:00        0     0        1     0     0   0
p2p0* 2304  <Link#8>    0e:f9:38:8d:b7:20        0     0        0     0     0   0
awdl0 1484  <Link#9>    9a:4d:59:ee:08:cc        0     0       58     0     0   0
utun1 2000  <Link#11>                            0     0        3     0     0   0
utun1 2000  fe80::e50d: fe80:b::e50d:8437        0     -        3     -     -   -
bond0 0     <Link#12>                            0     0        0     0     0   0
#
# netstat -i -x R
#
Proto  Linklayer Address    Netif Expire    Refs Prbs    RSSI     LQM     NPM
0x800  84:d4:7e:cb:c3:54      en0 59s          1 none unknown unknown unknown
#
# netstat -a -n -p mptcp
#
Active Multipath Internet connections
Proto/ID  Flags      Local Address          Foreign Address        (state)    
#
# netstat -s -p mptcp
#
mptcp:
	0 data packet sent
	0 data byte sent
	0 data packet received
	0 data byte received
	0 packet with an invalid MPCAP option
	0 packet with an invalid MPJOIN option
	0 time primary subflow fell back to TCP
	0 time secondary subflow fell back to TCP
	0 DSS option drop
	0 other invalid MPTCP option
	0 time the MPTCP subflow window was reduced
	0 bad DSS checksum
	0 time received out of order data 
	0 subflow switch
	0 subflow switch due to advisory
	0 subflow switch due to rtt
	0 subflow switch due to rto
	0 subflow switch due to peer
	0 number of subflow probe
#
# netstat -g -n -s
#
Link-layer Multicast Group Memberships
Group               	Link-layer Address	Netif
1:0:5e:0:0:1        	<none>          	en0
33:33:ff:ec:99:97   	<none>          	en0
33:33:0:0:0:1       	<none>          	en0
33:33:ff:62:aa:41   	<none>          	en0
1:0:5e:0:0:fb       	<none>          	en0
33:33:0:0:0:fb      	<none>          	en0
1:3:93:df:b:92      	<none>          	en0
33:33:0:0:0:fb      	<none>          	awdl0
33:33:80:0:0:fb     	<none>          	awdl0
1:80:c2:0:0:2       	<none>          	bond0

IPv4 Multicast Group Memberships
Group               	Link-layer Address	Netif
224.0.0.251         	<none>          	lo0
224.0.0.1           	<none>          	lo0
224.0.0.1           	1:0:5e:0:0:1    	en0
224.0.0.251         	1:0:5e:0:0:fb   	en0

IPv6 Multicast Group Memberships
Group               	Link-layer Address	Netif
ff02::fb%lo0        	<none>          	lo0
ff02::2:ff33:9cc0%lo0	<none>          	lo0
ff01::1%lo0         	<none>          	lo0
ff02::1%lo0         	<none>          	lo0
ff02::1:ff00:1%lo0  	<none>          	lo0
ff01::1%en0         	33:33:0:0:0:1   	en0
ff02::2:ffec:9997%en0	33:33:ff:ec:99:97	en0
ff02::1%en0         	33:33:0:0:0:1   	en0
ff02::1:ff62:aa41%en0	33:33:ff:62:aa:41	en0
ff02::fb%en0        	33:33:0:0:0:fb  	en0
ff02::fb%awdl0      	33:33:0:0:0:fb  	awdl0
ff01::1%utun1       	<none>          	utun1
ff02::2:ffec:9997%utun1	<none>          	utun1
ff02::1%utun1       	<none>          	utun1
ff02::1:ff04:7c67%utun1	<none>          	utun1

lo0:
	inet6 fe80::1
	mldv2 flags=2<> rv 2 qi 125 qri 10 uri 3
		group ff02::fb%lo0 mode exclude
	inet 127.0.0.1
	igmpv3 flags=0<> rv 2 qi 125 qri 10 uri 3
		group 224.0.0.251 mode exclude
	inet6 fe80::1
	mldv2 flags=2<> rv 2 qi 125 qri 10 uri 3
		group ff02::2:ff33:9cc0%lo0 mode exclude
		group ff01::1%lo0 mode exclude
		group ff02::1%lo0 mode exclude
		group ff02::1:ff00:1%lo0 mode exclude
	inet 127.0.0.1
	igmpv3 flags=0<> rv 2 qi 125 qri 10 uri 3
		group 224.0.0.1 mode exclude
en0:
	inet 172.31.98.116
	igmpv3 flags=0<> rv 2 qi 125 qri 10 uri 3
		group 224.0.0.1 mode exclude
			mcast-macaddr 01:00:5e:00:00:01
	inet6 fe80::c1f:c12d:3562:aa41
	mldv2 flags=2<> rv 2 qi 125 qri 10 uri 3
		group ff01::1%en0 mode exclude
			mcast-macaddr 33:33:00:00:00:01
		group ff02::2:ffec:9997%en0 mode exclude
			mcast-macaddr 33:33:ff:ec:99:97
		group ff02::1%en0 mode exclude
			mcast-macaddr 33:33:00:00:00:01
		group ff02::1:ff62:aa41%en0 mode exclude
			mcast-macaddr 33:33:ff:62:aa:41
	inet 172.31.98.116
	igmpv3 flags=0<> rv 2 qi 125 qri 10 uri 3
		group 224.0.0.251 mode exclude
			mcast-macaddr 01:00:5e:00:00:fb
	inet6 fe80::c1f:c12d:3562:aa41
	mldv2 flags=2<> rv 2 qi 125 qri 10 uri 3
		group ff02::fb%en0 mode exclude
			mcast-macaddr 33:33:00:00:00:fb
awdl0:
utun1:
	inet6 fe80::e50d:8437:ee04:7c67
	mldv2 flags=2<> rv 2 qi 125 qri 10 uri 3
		group ff01::1%utun1 mode exclude
		group ff02::2:ffec:9997%utun1 mode exclude
		group ff02::1%utun1 mode exclude
		group ff02::1:ff04:7c67%utun1 mode exclude
bond0:
#
# netstat -qq -I en0
#
en0:
       [ sched:       TCQ qlength:    0/128 ]
       [ pkts:     648487 bytes:   62384048 dropped pkts:     17 bytes:   2272 ]
0,3,4: [ pkts:     599094 bytes:   57873172 dropped pkts:      1 bytes:    244 ]
       [ qlength:   0/128 qalg:         SFB svc class:        BE (RUNNING)     ]

     [target delay:     10.00 msec   update interval:    100.00 msec]
     [ early drop:            0  rlimit drop:           0  marked:           0 ]
     [ penalized:             0  rehash cnt:         1151  current:          1 ]
     [ deque avg:    30.25 usec  rehash intvl:  11.00 sec ]
     [ holdtime:      1.00 sec   pboxtime:      3.00 sec  ]
     [ allocation:           42  drop thresh:          63 ]
     [ flow controlled:       0  adv feedback:          0 ]
     [ min queue delay:  0.00 nsec   delay_fcthreshold:            0]
      [stalls:            0]

				Current bins (set 1)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

				Warm up bins (set 0)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

  1,2: [ pkts:      30159 bytes:    2927155 dropped pkts:      3 bytes:    174 ]
       [ qlength:   0/128 qalg:         SFB svc class:        BK (RUNNING)     ]

     [target delay:     10.00 msec   update interval:    100.00 msec]
     [ early drop:            0  rlimit drop:           0  marked:           0 ]
     [ penalized:             0  rehash cnt:          377  current:          1 ]
     [ deque avg:    38.85 usec  rehash intvl:  19.00 sec ]
     [ holdtime:      1.00 sec   pboxtime:      3.00 sec  ]
     [ allocation:           42  drop thresh:          63 ]
     [ flow controlled:       0  adv feedback:          0 ]
     [ min queue delay:  0.00 nsec   delay_fcthreshold:            0]
      [stalls:            0]

				Current bins (set 1)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

				Warm up bins (set 0)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

  5-7: [ pkts:      15036 bytes:    1219083 dropped pkts:      0 bytes:      0 ]
       [ qlength:   0/128 qalg:         SFB svc class:        VI (RUNNING)     ]

     [target delay:     10.00 msec   update interval:    100.00 msec]
     [ early drop:            0  rlimit drop:           0  marked:           0 ]
     [ penalized:             0  rehash cnt:           85  current:          1 ]
     [ deque avg:   115.36 usec  rehash intvl:  27.00 sec ]
     [ holdtime:      1.00 sec   pboxtime:      3.00 sec  ]
     [ allocation:           42  drop thresh:          63 ]
     [ flow controlled:       0  adv feedback:          0 ]
     [ min queue delay:  0.00 nsec   delay_fcthreshold:            0]
      [stalls:            0]

				Current bins (set 1)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

				Warm up bins (set 0)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

  8,9: [ pkts:       4198 bytes:     364638 dropped pkts:     13 bytes:   1854 ]
       [ qlength:   0/128 qalg:         SFB svc class:        VO (RUNNING)     ]

     [target delay:     10.00 msec   update interval:    100.00 msec]
     [ early drop:            0  rlimit drop:           0  marked:           0 ]
     [ penalized:             0  rehash cnt:          308  current:          0 ]
     [ deque avg:    92.53 usec  rehash intvl:  29.00 sec ]
     [ holdtime:      1.00 sec   pboxtime:      3.00 sec  ]
     [ allocation:           42  drop thresh:          63 ]
     [ flow controlled:       0  adv feedback:          0 ]
     [ min queue delay:  0.00 nsec   delay_fcthreshold:            0]
      [stalls:            0]

				Current bins (set 0)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

				Warm up bins (set 1)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

#
# netstat -qq -I en1
#
en1:
     [ sched:       QFQ  qlength:    0/128 ]
     [ pkts:          0  bytes:          0  dropped pkts:      0 bytes:      0 ]
  0: [ pkts:          0  bytes:          0  dropped pkts:      0 bytes:      0 ]
     [ qlength:   0/128  index:          6  weight:         2400 lmax:     600 ]
     [ qalg:        SFB  svc class:     BE (RUNNING)                           ]

     [target delay:     10.00 msec   update interval:    100.00 msec]
     [ early drop:            0  rlimit drop:           0  marked:           0 ]
     [ penalized:             0  rehash cnt:            0  current:          0 ]
     [ deque avg:     0.00 nsec  rehash intvl:  21.00 sec ]
     [ holdtime:     28.27 msec  pboxtime:    154.15 msec ]
     [ allocation:           42  drop thresh:          63 ]
     [ flow controlled:       0  adv feedback:          0 ]
     [ min queue delay:  0.00 nsec   delay_fcthreshold:            0]
      [stalls:            0]

				Current bins (set 0)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

				Warm up bins (set 1)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

  1: [ pkts:          0  bytes:          0  dropped pkts:      0 bytes:      0 ]
     [ qlength:   0/128  index:         10  weight:          300 lmax:    1200 ]
     [ qalg:        SFB  svc class: BK_SYS (RUNNING)                           ]

     [target delay:      0.00 nsec   update interval:      0.00 nsec]
     [ early drop:            0  rlimit drop:           0  marked:           0 ]
     [ penalized:             0  rehash cnt:            0  current:          0 ]
     [ deque avg:     0.00 nsec  rehash intvl:   0.00 nsec]
     [ holdtime:      0.00 nsec  pboxtime:      0.00 nsec ]
     [ allocation:            0  drop thresh:           0 ]
     [ flow controlled:       0  adv feedback:          0 ]
     [ min queue delay:  0.00 nsec   delay_fcthreshold:            0]
      [stalls:            0]

				Current bins (set 0)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

				Warm up bins (set 1)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

  2: [ pkts:          0  bytes:          0  dropped pkts:      0 bytes:      0 ]
     [ qlength:   0/128  index:         10  weight:          600 lmax:    1400 ]
     [ qalg:        SFB  svc class:     BK (RUNNING)                           ]

     [target delay:      0.00 nsec   update interval:      0.00 nsec]
     [ early drop:            0  rlimit drop:           0  marked:           0 ]
     [ penalized:             0  rehash cnt:            0  current:          0 ]
     [ deque avg:     0.00 nsec  rehash intvl:   0.00 nsec]
     [ holdtime:      0.00 nsec  pboxtime:      0.00 nsec ]
     [ allocation:            0  drop thresh:           0 ]
     [ flow controlled:       0  adv feedback:          0 ]
     [ min queue delay:  0.00 nsec   delay_fcthreshold:            0]
      [stalls:            0]

				Current bins (set 0)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

				Warm up bins (set 1)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

  3: [ pkts:          0  bytes:          0  dropped pkts:      0 bytes:      0 ]
     [ qlength:   0/128  index:          6  weight:         2700 lmax:     600 ]
     [ qalg:        SFB  svc class:     RD (RUNNING)                           ]

     [target delay:      0.00 nsec   update interval:      0.00 nsec]
     [ early drop:            0  rlimit drop:           0  marked:           0 ]
     [ penalized:             0  rehash cnt:            0  current:          0 ]
     [ deque avg:     0.00 nsec  rehash intvl:   0.00 nsec]
     [ holdtime:      0.00 nsec  pboxtime:      0.00 nsec ]
     [ allocation:            0  drop thresh:           0 ]
     [ flow controlled:       0  adv feedback:          0 ]
     [ min queue delay:  0.00 nsec   delay_fcthreshold:            0]
      [stalls:            0]

				Current bins (set 0)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

				Warm up bins (set 1)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

  4: [ pkts:          0  bytes:          0  dropped pkts:      0 bytes:      0 ]
     [ qlength:   0/128  index:          6  weight:         3000 lmax:     400 ]
     [ qalg:        SFB  svc class:    OAM (RUNNING)                           ]

     [target delay:      0.00 nsec   update interval:      0.00 nsec]
     [ early drop:            0  rlimit drop:           0  marked:           0 ]
     [ penalized:             0  rehash cnt:            0  current:          0 ]
     [ deque avg:     0.00 nsec  rehash intvl:   0.00 nsec]
     [ holdtime:      0.00 nsec  pboxtime:      0.00 nsec ]
     [ allocation:            0  drop thresh:           0 ]
     [ flow controlled:       0  adv feedback:          0 ]
     [ min queue delay:  0.00 nsec   delay_fcthreshold:            0]
      [stalls:            0]

				Current bins (set 0)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

				Warm up bins (set 1)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

  5: [ pkts:          0  bytes:          0  dropped pkts:      0 bytes:      0 ]
     [ qlength:   0/128  index:          5  weight:         8000 lmax:    1000 ]
     [ qalg:        SFB  svc class:     AV (RUNNING)                           ]

     [target delay:      0.00 nsec   update interval:      0.00 nsec]
     [ early drop:            0  rlimit drop:           0  marked:           0 ]
     [ penalized:             0  rehash cnt:            0  current:          0 ]
     [ deque avg:     0.00 nsec  rehash intvl:   0.00 nsec]
     [ holdtime:      0.00 nsec  pboxtime:      0.00 nsec ]
     [ allocation:            0  drop thresh:           0 ]
     [ flow controlled:       0  adv feedback:          0 ]
     [ min queue delay:  0.00 nsec   delay_fcthreshold:            0]
      [stalls:            0]

				Current bins (set 0)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

				Warm up bins (set 1)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

  6: [ pkts:          0  bytes:          0  dropped pkts:      0 bytes:      0 ]
     [ qlength:   0/128  index:          5  weight:        15000 lmax:    1200 ]
     [ qalg:        SFB  svc class:     RV (RUNNING)                           ]

     [target delay:      0.00 nsec   update interval:      0.00 nsec]
     [ early drop:            0  rlimit drop:           0  marked:           0 ]
     [ penalized:             0  rehash cnt:            0  current:          0 ]
     [ deque avg:     0.00 nsec  rehash intvl:   0.00 nsec]
     [ holdtime:      0.00 nsec  pboxtime:      0.00 nsec ]
     [ allocation:            0  drop thresh:           0 ]
     [ flow controlled:       0  adv feedback:          0 ]
     [ min queue delay:  0.00 nsec   delay_fcthreshold:            0]
      [stalls:            0]

				Current bins (set 0)
	Level: 0
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
	    13:	[           ][           ][           ][           ]
	    17:	[           ][           ][           ][           ]
	    21:	[           ][           ][           ][           ]
	    25:	[           ][           ][           ][           ]
	    29:	[           ][           ][           ][           ]

	Level: 1
	     1:	[           ][           ][           ][           ]
	     5:	[           ][           ][           ][           ]
	     9:	[           ][           ][           ][           ]
