#
# netstat -n -r -a -l
#
Routing tables

Internet:
Destination        Gateway            Flags        Refs      Use    Mtu   Netif Expire
3dbc2e946ccd8787 kctl       0      0  65536  65536    427      0      4      5 com.apple.net.necp_control
3dbc2e9470fab287 kctl       0      0  65536  65536     33      0      1      6 com.apple.net.netagent
3dbc2e9470705807 kctl       0      0  65536  65536     33      0      2      6 com.apple.net.netagent
3dbc2e9470705847 kctl       0      0  65536  65536     33      0      3      6 com.apple.net.netagent
3dbc2e9470706247 kctl       0      0  65536  65536     33      0      4      6 com.apple.net.netagent
3dbc2e9470705587 kctl       0      0  65536  65536     33      0      5      6 com.apple.net.netagent
3dbc2e9470705387 kctl       0      0  65536  65536     33      0      6      6 com.apple.net.netagent
3dbc2e946be41087 kctl       0      0  65536  65536     33      0      7      6 com.apple.net.netagent
3dbc2e947172ec47 kctl       0      0  65536  65536     33      0      8      6 com.apple.net.netagent
3dbc2e946ccd8747 kctl       0      0  65536  65536    427      0     11      6 com.apple.net.netagent
3dbc2e947cca0487 kctl       0      0  65536  65536    438      0     12      6 com.apple.net.netagent
3dbc2e947cca0b47 kctl       0      0 524288 524288    438      0      2      7 com.apple.net.utun_control
3dbc2e9470fab247 kctl       0      0 131072   2048    123      0      1      9 com.apple.netsrc
3dbc2e946d9a7e87 kctl       0      0 131072   2048     66      0      2      9 com.apple.netsrc
3dbc2e947cc561c7 kctl       0      0 131072   2048    490      0      3      9 com.apple.netsrc
3dbc2e9472340547 kctl       0      0 131072   2048    484      0      4      9 com.apple.netsrc
3dbc2e9479a3c407 kctl       0      0 131072   2048    162      0      5      9 com.apple.netsrc
3dbc2e947b88dc87 kctl       0      0 131072   2048    348      0      6      9 com.apple.netsrc
3dbc2e946bf232c7 kctl       0      0 131072   2048    485      0      7      9 com.apple.netsrc
3dbc2e9478b9c887 kctl       0      0 131072   2048    649      0      8      9 com.apple.netsrc
3dbc2e946c89ff07 kctl       0      0 131072   2048    754      0      9      9 com.apple.netsrc
3dbc2e947266f987 kctl       0      0 131072   2048    495      0     10      9 com.apple.netsrc
3dbc2e9470f83587 kctl       0      0 131072   2048   3279      0     11      9 com.apple.netsrc
3dbc2e9471cab707 kctl       0      0 131072   2048    501      0     12      9 com.apple.netsrc
3dbc2e94722d1687 kctl       0      0 131072   2048   4286      0     13      9 com.apple.netsrc
3dbc2e946f6b2407 kctl       0      0 131072   2048    824      0     14      9 com.apple.netsrc
3dbc2e94728e8487 kctl       0      0 131072   2048    526      0     15      9 com.apple.netsrc
3dbc2e947a977f07 kctl       0      0 131072   2048    366      0     16      9 com.apple.netsrc
3dbc2e9476ea2807 kctl       0      0 131072   2048    491      0     17      9 com.apple.netsrc
3dbc2e946d55a247 kctl       0      0 131072   2048    522      0     18      9 com.apple.netsrc
3dbc2e947b895c87 kctl       0      0 131072   2048  11027      0     19      9 com.apple.netsrc
3dbc2e9476ea24c7 kctl       0      0 131072   2048    448      0     20      9 com.apple.netsrc
3dbc2e9471e42987 kctl       0      0 131072   2048    429      0     21      9 com.apple.netsrc
3dbc2e947b8905c7 kctl       0      0 131072   2048    851      0     25      9 com.apple.netsrc
3dbc2e9477db8707 kctl       0      0 131072   2048    502      0     26      9 com.apple.netsrc
3dbc2e94714fd707 kctl       0      0 131072   2048    172      0      1     10 com.apple.network.statistics
3dbc2e947a774c47 kctl       0      0 131072   2048    172      0      2     10 com.apple.network.statistics
3dbc2e947a774c07 kctl       0      0 131072   2048    172      0      3     10 com.apple.network.statistics
3dbc2e947a7751c7 kctl       0      0 131072   2048    172      0      4     10 com.apple.network.statistics
3dbc2e946e1a1e47 kctl       0      0 131072   2048    427      0      5     10 com.apple.network.statistics
3dbc2e94714fdec7 kctl       0      0   8192   2048    163      0      1     12 com.apple.network.advisory
#
# netstat -s
#
tcp:
	620895 packets sent
		46481 data packets (18356778 bytes)
		1997 data packets (546170 bytes) retransmitted
		31 resends initiated by MTU discovery
		450691 ack-only packets (697 delayed)
		0 URG only packet
		0 window probe packet
		108018 window update packets
		13737 control packets
		0 data packet sent after flow control
		643664 checksummed in software
			643664 segments (40080384 bytes) over IPv4
			0 segment (0 byte) over IPv6
	1505148 packets received
		49393 acks (for 18309477 bytes)
		19462 duplicate acks
		0 ack for unsent data
		1359586 packets (1788457513 bytes) received in-sequence
		2022 completely duplicate packets (2295055 bytes)
		64 old duplicate packets
		0 received packet dropped due to low memory
		0 packet with some dup. data (0 byte duped)
		81813 out-of-order packets (114414043 bytes)
		0 packet (0 byte) of data after window
		0 window probe
		215 window update packets
		1604 packets received after close
		0 bad reset
		0 discarded for bad checksum
		1504904 checksummed in software
			1504904 segments (1985884431 bytes) over IPv4
			0 segment (0 byte) over IPv6
		0 discarded for bad header offset field
		0 discarded because packet too short
	7047 connection requests
	0 connection accept
	0 bad connection attempt
	0 listen queue overflow
	6693 connections established (including accepts)
	8074 connections closed (including 77 drops)
		487 connections updated cached RTT on close
		487 connections updated cached RTT variance on close
		256 connections updated cached ssthresh on close
	208 embryonic connections dropped
	978289 segments updated rtt (of 45800 attempts)
	1395 retransmit timeouts
		18 connections dropped by rexmit timeout
		0 connection dropped after retransmitting FIN
	0 persist timeout
		0 connection dropped by persist timeout
	15204 keepalive timeouts
		15142 keepalive probes sent
		61 connections dropped by keepalive
	1675 correct ACK header predictions
	1340935 correct data packet header predictions
	1875 SACK recovery episodes
	1230 segment rexmits in SACK recovery episodes
	208911 byte rexmits in SACK recovery episodes
	2394 SACK options (SACK blocks) received
	81081 SACK options (SACK blocks) sent
	0 SACK scoreboard overflow
	0 LRO coalesced packet
		0 time LRO flow table was full
		0 collision in LRO flow table
		0 time LRO coalesced 2 packets
		0 time LRO coalesced 3 or 4 packets
		0 time LRO coalesced 5 or more packets
	12 limited transmits done
	1938 early retransmits done
	15 times cumulative ack advanced along with SACK
	417 probe timeouts
		79 times retransmit timeout triggered after probe
		0 time probe packets were sent for an interface
		0 time couldn't send probe packets for an interface
		10 times fast recovery after tail loss
		23 times recovered last packet 
		52 SACK based rescue retransmits
	489 client connections attempted to negotiate ECN
		208 client connections successfully negotiated ECN
		195 times graceful fallback to Non-ECN connection
		121 times lost ECN negotiating SYN, followed by retransmission
		0 server connection attempted to negotiate ECN
		0 server connection successfully negotiated ECN
		0 time lost ECN negotiating SYN-ACK, followed by retransmission
		0 time received congestion experienced (CE) notification
		0 time CWR was sent in response to ECE
		0 time sent ECE notification
		0 connection received CE atleast once
		0 connection received ECE atleast once
		83 connections using ECN have seen packet loss but no CE
		0 connection using ECN have seen packet loss and CE
		0 connection using ECN received CE but no packet loss
		1 connection fell back to non-ECN due to SYN-loss
		4 connections fell back to non-ECN due to reordering
		0 connection fell back to non-ECN due to excessive CE-markings
	69 times packet reordering was detected on a connection
		70 times transmitted packets were reordered
		1 time fast recovery was delayed to handle reordering
		70 times retransmission was avoided by delaying recovery
		0 retransmission not needed 
	1843 times DSACK option was sent
		927 times DSACK option was received
		238 times DSACK was disabled on netstat: sysctl: net.inet.ip.input_perf_data: No such file or directory
a connection
		368 times recovered from bad retransmission using DSACK
		106 times ignored DSACK due to ack loss
		0 time ignored old DSACK options
	0 time PMTU Blackhole detection, size reverted
	0 connection were dropped after long sleep
	0 time a TFO-cookie has been announced
	0 SYN with data and a valid TFO-cookie have been received
	0 SYN with TFO-cookie-request received
	0 time an invalid TFO-cookie has been received
	15 times we requested a TFO-cookie
		13 times the peer announced a TFO-cookie
	25 times we combined SYN with data and a TFO-cookie
		25 times our SYN with data has been acknowledged
	2 times a connection-attempt with TFO fell back to regular TCP
	0 time a TFO-connection blackhole'd
	0 time maximum segment size was changed to default
	0 time maximum segment size was changed to medium
	0 time maximum segment size was changed to low
udp:
	5779 datagrams received
		0 with incomplete header
		0 with bad data length field
		0 with bad checksum
		29 with no checksum
		4112 checksummed in software
			4112 datagrams (492425 bytes) over IPv4
			0 datagram (0 byte) over IPv6
		733 dropped due to no socket
		9 broadcast/multicast datagrams undelivered
		0 time multicast source filter matched
		0 dropped due to full socket buffers
		0 not for hashed pcb
		5037 delivered
	6165 datagrams output
		4965 checksummed in software
			4560 datagrams (227192 bytes) over IPv4
			405 datagrams (46979 bytes) over IPv6
icmp:
	726 calls to icmp_error
	0 error not generated 'cuz old message was icmp
	Output histogram:
		destination unreachable: 726
	0 message with bad code fields
	0 message < minimum length
	0 bad checksum
	0 message with bad length
	0 multicast echo requests ignored
	0 multicast timestamp requests ignored
	Input histogram:
		destination unreachable: 910
	0 message response generated
	ICMP address mask responses are disabled
igmp:
	0 message received
	0 message received with too few bytes
	0 message received with wrong TTL
	0 message received with bad checksum
